Visitors who visited River Safari also visited the Singapore Zoo,Visitors who visited River Safari also visited the Night Safari,Visitors who visited River Safari also visited Jurong Bird Park,Visitors who visited River Safari also visited the Kranji War Memorial,Visitors who visited River Safari also visited the MacRitchie Nature Trail 
39,35.7,25.6,0,0
