Visitors who visited Singapore Zoo also visited the Night Safari,Visitors who visited Singapore Zoo also visited the River Safari,Visitors who visited Singapore Zoo also visited Jurong Bird Park,Visitors who visited Singapore Zoo also visited PortaSpa,Visitors who visited Singapore Zoo also visited Bukit Timah Nature Reserve
35.7,28.8,25.6,40,0
